original_invoice_id,extraction_status,error_message,extracted_number,extracted_po_number,extracted_amount,extracted_tax_amount,extracted_currency_code,extracted_date,extracted_due_date,extracted_payment_term_days,extracted_vendor,extracted_line_items
14073421,success,NA,028389102 (COPY),NA,1652.53,0.0,GBP,2018-07-19,NA,NA,Andrew Page,"[{""description"": ""TIMING BELT KIT CHRYSLER , JEEP"", ""quantity"": 6.0, ""unit_price"": 55.16, ""total"": 330.96}, {""description"": ""COPPERWASH PEARL WOT-NOTS"", ""quantity"": 1.0, ""unit_price"": 0.92, ""total"": 0.92}, {""description"": ""WHEEL BEARING - CHECK FAG FOR FURTHER ALTERNATIVES"", ""quantity"": 3.0, ""unit_price"": 13.88, ""total"": 41.64}, {""description"": ""WHEEL BEARING KIT AUDI,SEAT,SKODA,VW"", ""quantity"": 5.0, ""unit_price"": 5.07, ""total"": 25.35}, {""description"": ""ALTERNATOR AUDI,FORD,SEAT,SKODA VW"", ""quantity"": 3.0, ""unit_price"": 86.2, ""total"": 258.6}, {""description"": ""Surcharge"", ""quantity"": 3.0, ""unit_price"": 59.95, ""total"": 179.85}, {""description"": ""AFTERMARKET SHOCK ABSORBERS MULTIPLE APPLICATIONS"", ""quantity"": 5.0, ""unit_price"": 30.05, ""total"": 150.25}, {""description"": ""AFTERMARKET SHOCK ABSORBERS MULTIPLE APPLICATIONS"", ""quantity"": 16.0, ""unit_price"": 17.15, ""total"": 274.4}, {""description"": ""WHEEL BEARING WHEEL BEARING KIT"", ""quantity"": 16.0, ""unit_price"": 23.83, ""total"": 381.28}, {""description"": ""WHEEL BEARING VKBA882 BEARING KIT"", ""quantity"": 1.0, ""unit_price"": 9.28, ""total"": 9.28}]"
21144272,error,Could not download PDF from URL for 20112024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14938829,success,NA,SL06113193INV,NA,305.04,50.84,GBP,2020-03-25,2020-04-30,NA,NORTHGATE Vehicle Hire,"[{""description"": ""V01 - Car Derived Vans"", ""quantity"": 20.0, ""unit_price"": 12.21, ""total"": 244.2}, {""description"": ""BUSINESS DELIVERY"", ""quantity"": 1.0, ""unit_price"": 5.0, ""total"": 5.0}, {""description"": ""BUSINESS COLLECTION"", ""quantity"": 1.0, ""unit_price"": 5.0, ""total"": 5.0}]"
13703575,error,Could not download PDF from URL for 0612170347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20876435,success,NA,529752,23284,52.39,8.73,GBP,2024-02-07,NA,NA,POWERFLEX,"[{""description"": ""BMW E36 REAR SUBFRAME REAR BUSH"", ""quantity"": 2.0, ""unit_price"": 43.95, ""total"": 35.16}, {""description"": ""DPD NEXT DAY UK MAINLAND 0-5KGS"", ""quantity"": 1.0, ""unit_price"": 8.5, ""total"": 8.5}]"
14561352,success,NA,0911730,3911325,629.28,0.0,EUR,2019-06-13,2019-08-12,30,De Oliebron BV,"[{""description"": ""TQX SynPlus Ford 5W30 12x1 LT Part No. 521 77 6072"", ""quantity"": 288.0, ""unit_price"": 2.13, ""total"": 613.44}, {""description"": ""Europallet 80x120 Part nr.: 18960"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
14049521,error,Could not download PDF from URL for 08072018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13936136,success,NA,4105336,NA,132.7,6.32,GBP,2018-05-01,2018-06-15,45,Flogas Britain Ltd,"[{""description"": ""47KG Propane Refill (UN 1978)"", ""quantity"": 2.0, ""unit_price"": 63.19, ""total"": 126.38}]"
20683499,success,NA,23B00261,NA,22664.73,0.0,EUR,2023-06-13,2023-10-11,120,BREMBO S.p.A.,"[{""description"": ""PASTIGLIA Brake Pad"", ""quantity"": 288.0, ""unit_price"": 10.81, ""total"": 3113.28}, {""description"": ""PASTIGLIA Brake Pad"", ""quantity"": 211.0, ""unit_price"": 20.43, ""total"": 4310.73}, {""description"": ""PASTIGLIA Brake Pad"", ""quantity"": 288.0, ""unit_price"": 13.66, ""total"": 3934.08}, {""description"": ""DISCO FRENO Brake Disc"", ""quantity"": 160.0, ""unit_price"": 47.8, ""total"": 7648.0}, {""description"": ""DISCO FRENO Brake Disc"", ""quantity"": 152.0, ""unit_price"": 24.07, ""total"": 3658.64}]"
14183552,success,NA,GH546368,NA,295.0,0.0,GBP,2018-09-25,NA,NA,DHL Global Forwarding (UK) Limited,"[{""description"": ""VISTAPRO WIPER BLADE"", ""quantity"": 24.0, ""unit_price"": 12.29, ""total"": 295.0}]"
14348658,error,Could not download PDF from URL for 17012019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20819008,success,NA,63527,NA,135.0,22.5,GBP,2023-11-27,NA,NA,Complete Automotive Aftermarket Solutions Ltd,"[{""description"": ""603700259-30701729-PAS RACK NISSAN PRIMERA (P12) ALL"", ""quantity"": 1.0, ""unit_price"": 72.5, ""total"": 72.5}, {""description"": ""603700252-Surcharge for 603700259-30701729"", ""quantity"": 1.0, ""unit_price"": 40.0, ""total"": 40.0}]"
21075339,error,Could not download PDF from URL for 12092024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14128846,success,NA,9580421447,215678,1584.36,264.06,GBP,2018-08-21,2018-09-30,NA,3M,"[{""description"": ""09678 SOFT EDGE FOAM MASKING TP 13MM 1 RL/BOX Ship From Country: United Kingdom"", ""quantity"": 48.0, ""unit_price"": 11.9713, ""total"": 574.62}, {""description"": ""PN50676 3M AUTOMOTIVE MASKING FILM 4M X 150M 1RL/CTN Ship From Country: United Kingdom"", ""quantity"": 49.0, ""unit_price"": 15.2179, ""total"": 745.68}]"
14244141,success,NA,0000299194,28439,1692.0,282.0,GBP,2018-10-31,NA,NA,Ivor Searle Limited,"[{""description"": ""FORD 2200 DIESEL REMANUFACTURED GEARBOX"", ""quantity"": 1.0, ""unit_price"": 810.0, ""total"": 810.0}, {""description"": ""GEARBOX DEPOSIT"", ""quantity"": 1.0, ""unit_price"": 600.0, ""total"": 600.0}]"
19863350,success,NA,019134388,NA,574.89,0.0,GBP,2020-10-21,NA,NA,Andrew Page,"[{""description"": ""DRIVE BELT"", ""quantity"": 3.0, ""unit_price"": 3.12, ""total"": 9.36}, {""description"": ""DRIVE BELT 7PK1035-DAYCO"", ""quantity"": 3.0, ""unit_price"": 3.4, ""total"": 10.2}, {""description"": ""REFILL CAN FOR 261770260 MUST RETAIN HOSE FROM 261"", ""quantity"": 3.0, ""unit_price"": 7.22, ""total"": 21.66}, {""description"": ""WATER PUMP-AIRTEX"", ""quantity"": 3.0, ""unit_price"": 10.42, ""total"": 31.26}, {""description"": ""WATER PUMP"", ""quantity"": 3.0, ""unit_price"": 15.64, ""total"": 46.92}, {""description"": ""LION 038 BATTERY 45AH 330CCA"", ""quantity"": 3.0, ""unit_price"": 17.85, ""total"": 53.55}, {""description"": ""LION 110 BATTERY 80AH 700CCA"", ""quantity"": 3.0, ""unit_price"": 29.54, ""total"": 88.62}, {""description"": ""BOSCH 159 (S4023) BATTERY 45AH 330CCA"", ""quantity"": 3.0, ""unit_price"": 31.97, ""total"": 95.91}, {""description"": ""LION 100 EFB BATTERY 65AH 650CCA"", ""quantity"": 3.0, ""unit_price"": 35.73, ""total"": 107.19}, {""description"": ""BOSCH 027 (S4005) BATTERY 60AH 540CCA"", ""quantity"": 3.0, ""unit_price"": 36.74, ""total"": 110.22}]"
14660793,success,NA,2261442,23351,96.25,0.0,EUR,2019-08-22,2019-10-30,60,Lucas,"[{""description"": ""EXCHANGE ALTERNATOR 105A FI"", ""quantity"": 1.0, ""unit_price"": 64.75, ""total"": 64.75}, {""description"": ""Core Charge"", ""quantity"": 1.0, ""unit_price"": 31.5, ""total"": 31.5}]"
13786442,success,NA,A8300138987,NA,138.0,23.0,GBP,2018-01-30,2018-03-01,30,ATS EUROMASTER,"[{""description"": ""DRIVERS NAME MR SIMS WORK SHEET NO 26490093 216/70-16 LANDSAIL LSV88 TL LABELLING INFO*: F/C/2/73"", ""quantity"": 2.0, ""unit_price"": 57.5, ""total"": 115.0}, {""description"": ""SCRAP DISPOSAL CAR VAN 4X4"", ""quantity"": 2.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""WHEEL BALANCED - VAN"", ""quantity"": 2.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""TUBELESS VALVE FITTED - VAN"", ""quantity"": 2.0, ""unit_price"": 0.0, ""total"": 0.0}]"
20005073,error,Could not download PDF from URL for F0002997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14390416,error,Could not download PDF from URL for 14022019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14579321,error,Could not download PDF from URL for 27062019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14395342,success,NA,6769831-01,20064,64.9,10.82,GBP,2019-02-15,2019-04-16,60,K&N Filters (Europe) Limited,"[{""description"": ""BM-6012 ( 508111171 ) - Replacement Air Filter"", ""quantity"": 1.0, ""unit_price"": 20.67, ""total"": 20.67}, {""description"": ""KA-1406 ( 508776551 ) - Replacement Air Filter"", ""quantity"": 1.0, ""unit_price"": 26.91, ""total"": 26.91}]"
14402769,success,NA,OP/I586421,230663,12.66,2.11,GBP,2019-02-21,NA,NA,Van-Line Ltd,"[{""description"": ""PCL Vertex Coupling Kit for 9.5mm hose"", ""quantity"": 2.0, ""unit_price"": 5.27, ""total"": 10.55}]"
20170310,error,Could not download PDF from URL for 02112021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20373833,success,NA,SI003347978,NA,303.64,50.6,GBP,2022-06-17,2022-08-31,60,Jack Sealey Ltd,"[{""description"": ""Infrared Panel Dryer Handheld - Short Wave 1000W/230V"", ""quantity"": 1.0, ""unit_price"": 214.47, ""total"": 214.47}, {""description"": ""Hook & Loop Backing Pad \u00d875mm M14 x 2mm"", ""quantity"": 1.0, ""unit_price"": 5.6, ""total"": 5.6}, {""description"": ""Air Flat Bed Sander 165 x 90mm"", ""quantity"": 1.0, ""unit_price"": 32.97, ""total"": 32.97}]"
14908560,error,Failed to extract invoice data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19962978,error,Could not download PDF from URL for 12032021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19983099,error,Could not download PDF from URL for 06042021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14489133,error,Could not download PDF from URL for 25042019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20072319,error,Could not download PDF from URL for 14072021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20504247,error,Could not download PDF from URL for 23112022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20659944,error,Could not download PDF from URL for 24052023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14132668,error,Failed to extract invoice data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13844265,error,Failed to extract invoice data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20987255,success,NA,260663,403586,93.0,15.5,GBP,2024-06-27,NA,NA,Karnetic Limited,"[{""description"": ""MV105S Video Camera Head"", ""quantity"": 1.0, ""unit_price"": 69.0, ""total"": 69.0}]"
14317306,error,Could not download PDF from URL for 19122018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13828888,error,Could not download PDF from URL for 01032018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14057854,success,NA,I036480,NA,35.0,0.0,GBP,2018-07-12,NA,NA,DAVE COLES GARAGE GOSPORT LTD,"[{""description"": ""MOT Test class 4 - (MOT)"", ""quantity"": 1.0, ""unit_price"": 35.0, ""total"": 35.0}]"
20236111,success,NA,114457,20519,138.0,23.0,GBP,2022-01-19,NA,NA,KRP Supplies Limited,"[{""description"": ""BRAKE MAIN CYLINDER"", ""quantity"": 1.0, ""unit_price"": 115.0, ""total"": 115.0}]"
16212581,success,NA,PI619670,NA,678.0,113.0,GBP,2020-07-20,2020-08-19,30,Safetykleen UK,"[{""description"": ""EMPTY PAINT TINS WET CRUSHED"", ""quantity"": 4.0, ""unit_price"": 130.0, ""total"": 520.0}, {""description"": ""Environmental Compliance Services"", ""quantity"": 1.0, ""unit_price"": 45.0, ""total"": 45.0}, {""description"": ""Industrial Waste Collection"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
14651830,error,Could not download PDF from URL for 16082019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20023193,error,Could not download PDF from URL for 19052021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20262993,error,Could not download PDF from URL for E4220207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13816589,error,Could not download PDF from URL for 22022018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14489543,error,Could not download PDF from URL for 25042019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14499780,error,Could not download PDF from URL for 02052019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14142287,error,Could not download PDF from URL for 01092018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14575310,error,Could not download PDF from URL for 25062019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13962458,success,NA,21800951,20180499,66.25,0.0,EUR,2018-05-16,NA,90,APEX TUNING,"[{""description"": ""VW GOLF VII"", ""quantity"": 1.0, ""unit_price"": 52.84, ""total"": 51.25}]"
20930754,success,NA,00206897,NA,628.92,104.82,GBP,2024-04-07,2024-05-05,28,IRS Recruitment Limited,"[{""description"": ""Basic Hourly Rate"", ""quantity"": 30.0, ""unit_price"": 17.47, ""total"": 524.1}]"
14492466,success,NA,SI-00450255,SO-00535514,7254.0,1209.0,GBP,2019-04-26,2019-06-30,NA,The Tool Connection Ltd,"[{""description"": ""Pneumatic Coil Spring Compressor Kit"", ""quantity"": 5.0, ""unit_price"": 1209.0, ""total"": 6045.0}]"
20071139,success,NA,9993183721,13025410,2350.0,391.67,GBP,2021-07-13,2021-08-31,49,Akzo Nobel Coatings Limited,"[{""description"": ""Dynacoat Basecoat WB 7434 0.5L"", ""quantity"": 9.0, ""unit_price"": 50.27, ""total"": 118.32}, {""description"": ""Lesonal Basecoat WB GT 84 1L"", ""quantity"": 2.0, ""unit_price"": 192.07, ""total"": 96.03}, {""description"": ""Sikkens Hardener P 25 1L"", ""quantity"": 30.0, ""unit_price"": 189.78, ""total"": 967.88}, {""description"": ""Sikkens Autoclear 2.0 Reducer Fast 1L"", ""quantity"": 48.0, ""unit_price"": 95.11, ""total"": 776.1}]"
20627133,error,Could not download PDF from URL for 18042023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20547069,error,Failed to extract invoice data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20759651,error,Could not download PDF from URL for 18092023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19855471,success,NA,35340,NA,1516.28,252.71,GBP,2020-11-27,NA,NA,Complete Automotive Aftermarket Solutions Ltd,"[{""description"": ""603735511-CSPR4000-PAS RACK DISPATCH/EXPERT/SCUDO HDI MODELS"", ""quantity"": 7.0, ""unit_price"": 180.51, ""total"": 1263.57}]"
13857971,error,Could not download PDF from URL for 111217053A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14727832,error,Could not download PDF from URL for 10102019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14161084,error,Could not download PDF from URL for 12092018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21149734,error,Could not download PDF from URL for 26112024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20068276,error,Could not download PDF from URL for 12072021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20266459,error,Could not download PDF from URL for 21022022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14826338,error,Could not download PDF from URL for 23122019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20193995,success,NA,1016622726,24045,26.71,4.45,EUR,2021-11-22,2021-12-22,30,Federal-Mogul Aftermarket UK Ltd,"[{""description"": ""PE-ES-7065"", ""quantity"": 1.0, ""unit_price"": 7.24, ""total"": 7.24}, {""description"": ""PE-ES-7066"", ""quantity"": 1.0, ""unit_price"": 7.24, ""total"": 7.24}]"
14547743,success,NA,166888,12191/MW/KL,559.28,93.21,GBP,2019-05-28,2019-06-27,30,TURBOACTIVE,"[{""description"": ""Turbo - OEM New - 765993-5004S"", ""quantity"": 1.0, ""unit_price"": 466.07, ""total"": 466.07}, {""description"": ""ECP Part Number: 719 59 0810"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""Garrett Gasket Included"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
19907807,error,Could not download PDF from URL for 14012021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21025499,success,NA,783117,265564 T2,1523.52,253.92,GBP,2024-08-14,2024-09-13,30,Tomo Citroën,"[{""description"": ""DISC - BRAKE KW"", ""quantity"": 24.0, ""unit_price"": 52.9, ""total"": 1269.6}, {""description"": ""Special Order"", ""quantity"": 0.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""You were served by Sonny"", ""quantity"": 0.0, ""unit_price"": 0.0, ""total"": 0.0}]"
14690297,success,NA,96750,238886,11880.0,1980.0,GBP,2019-08-14,NA,NA,K.R.P. SUPPLIES LTD,"[{""description"": ""DUAL MASS FLYWHEEL"", ""quantity"": 60.0, ""unit_price"": 165.0, ""total"": 9900.0}]"
20675420,error,Could not download PDF from URL for 12062023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19993149,error,Could not download PDF from URL for 15042021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14281532,success,NA,149306,30108,428.4,71.4,GBP,2018-11-26,NA,60,Fourstones Paper Mill Co Ltd,"[{""description"": ""* DELTA * C/FEED ROLLS BLUE 175mm X 150mtr 2ply - EMBOSS REC 8 NOV AM JA DEL RQ BY 21 NOV"", ""quantity"": 60.0, ""unit_price"": 5.95, ""total"": 357.0}, {""description"": ""Delivered on Pallets (No. used)"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
14293869,error,Could not download PDF from URL for 06122018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14092485,success,NA,139778,LM64 ONF,162.0,27.0,GBP,2018-07-31,2018-08-30,30,PennyHydraulics,"[{""description"": ""Contract Service VME 500kg Contract Service Electric Cranes, Ph50's and Loading Platforms"", ""quantity"": 1.0, ""unit_price"": 135.0, ""total"": 135.0}]"
20638211,error,Could not download PDF from URL for 28042023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14193375,success,NA,782431/A,21005,115.01,19.17,GBP,2018-09-28,NA,NA,FAI Automotive plc,"[{""description"": ""CAMSHAFT KIT"", ""quantity"": 1.0, ""unit_price"": 95.84, ""total"": 95.84}, {""description"": ""NEXT DAY CARRIAGE PAID"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
19982523,success,NA,10971467,NA,201.77,33.63,GBP,2021-03-31,2021-05-30,60,First Line Limited,"[{""description"": ""Renault Laguna III 2007-"", ""quantity"": 7.0, ""unit_price"": 24.02, ""total"": 168.14}]"
14893867,error,Could not download PDF from URL for 20022020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13699878,error,Could not download PDF from URL for 041217036D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20926144,error,Could not download PDF from URL for 09042024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20792741,success,NA,9993996272,811148,2762.94,460.49,GBP,2023-10-24,2023-11-30,37,Akzo Nobel Coatings Limited,"[{""description"": ""LES 2K HB FIL BLACK EU 3L"", ""quantity"": 32.0, ""unit_price"": 64.03, ""total"": 2049.07}, {""description"": ""Lesonal Basecoat WB GT 91X 0.5L"", ""quantity"": 6.0, ""unit_price"": 42.23, ""total"": 253.38}]"
20960174,error,Could not download PDF from URL for 23052024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13643465,error,Could not download PDF from URL for 30062020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20017493,success,NA,42096047,7946571,857.26,142.88,GBP,2021-05-13,2021-11-09,180,BorgWarner Technologies Limited,"[{""description"": ""CR PUMP"", ""quantity"": 1.0, ""unit_price"": 714.38, ""total"": 714.38}]"
14869796,success,NA,UKF027334,SOUK016480,2033.0,0.0,GBP,2020-01-30,NA,NA,Euro Car Parts Limited trading as VEGE UK,"[{""description"": ""Engine barePeugeot/Ci PSA 2.2 HDi DOHC 16VP22TED/4HH/DRF5 (4H03) (Euro 5) UHFB/UHFA/DRFA/DR"", ""quantity"": 1.0, ""unit_price"": 1283.0, ""total"": 1283.0}, {""description"": ""Deposit"", ""quantity"": 1.0, ""unit_price"": 750.0, ""total"": 750.0}]"
20301144,success,NA,UKF069462,SOUK039209,1515.0,0.0,GBP,2022-03-29,NA,NA,Euro Car Parts Limited trading as VEGE UK,"[{""description"": ""EngineOpel Agila B/Corsa D/Meriva B/AstraA13DTC/A13DTE/A13DTR/A13FD/Z 13DTE/ 199A9000/ (F13D"", ""quantity"": 1.0, ""unit_price"": 815.0, ""total"": 815.0}, {""description"": ""DEPOSIT"", ""quantity"": 1.0, ""unit_price"": 700.0, ""total"": 700.0}, {""description"": ""Deliver ToSNOWS TOYOTA SARISBURY GREENSNOWS MOTOR GROUP LTD T/A118 BRIDGE ROADSARISBURY GREENSOUTHAMPTONSO31 7EP"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
14777983,success,NA,I1376437,58457,511.44,85.24,GBP,2019-11-13,NA,30,SIP (INDUSTRIAL PRODUCTS) LIMITED,"[{""description"": ""Airmate PX3/150B Compressor (230v)"", ""quantity"": 1.0, ""unit_price"": 426.2, ""total"": 426.2}]"
21278686,success,NA,SI-00076378,201436,395.75,65.96,GBP,2025-02-21,2025-03-31,NA,The Turbo Guy Limited,"[{""description"": ""49477-01114 - 49477-01114 49477-01115 49477-01104 2.2 Ford Galaxy S-Max TDCi 200HP KNBA__Shelf No.:_17"", ""quantity"": 1.0, ""unit_price"": 329.79, ""total"": 329.79}]"
20539925,error,Failed to extract invoice data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20117365,success,NA,352168886,000312437/KLL,61.88,10.31,GBP,2021-09-03,2021-11-30,60,LESJOFORS,"[{""description"": ""24836139 COIL RR RENAULT"", ""quantity"": 3.0, ""unit_price"": 17.19, ""total"": 51.57}]"
13934370,success,NA,INV1949768,NA,67.62,11.27,GBP,2018-04-30,NA,NA,Edgar's Water Fruit Coffee,"[{""description"": ""18.9 Litre Bottled Water"", ""quantity"": 5.0, ""unit_price"": 7.47, ""total"": 37.35}, {""description"": ""Returnable Deposit"", ""quantity"": 5.0, ""unit_price"": 6.0, ""total"": 30.0}, {""description"": ""BOTTLES RETURNED"", ""quantity"": 2.0, ""unit_price"": -6.0, ""total"": -12.0}, {""description"": ""Non DD Charge"", ""quantity"": 1.0, ""unit_price"": 1.0, ""total"": 1.0}]"
14420925,error,Could not download PDF from URL for 07032019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14891035,success,NA,047017053,NA,219.66,0.0,GBP,2020-02-18,NA,NA,Andrew Page,"[{""description"": ""TURBOCHARGER-TURBOJET2T OIL PIPE IS OP10052 719441461 - TURBOCHARGER"", ""quantity"": 1.0, ""unit_price"": 133.85, ""total"": 133.85}, {""description"": ""Surcharge"", ""quantity"": 1.0, ""unit_price"": 85.81, ""total"": 85.81}]"
20199699,error,Could not download PDF from URL for 03122021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14897367,error,Could not download PDF from URL for 23022020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13807461,error,Could not download PDF from URL for 16022018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20061394,success,NA,SI-GB-2129560,SO-GB-2119528,55671.48,9278.58,GBP,2021-07-02,2021-09-30,60,GreenChem Solutions Ltd,"[{""description"": ""Can 20L IS-EU18 Pail, 99 pcs"", ""quantity"": 19.0, ""unit_price"": 300.3, ""total"": 5705.7}, {""description"": ""STK for Passgr cars EP 120 pcs"", ""quantity"": 1.0, ""unit_price"": 585.6, ""total"": 585.6}, {""description"": ""Refill kit 4x4 pas-cars EP 35"", ""quantity"": 1.0, ""unit_price"": 411.6, ""total"": 411.6}, {""description"": ""Can 10L-IS-EU18 Epallet 63 pcs"", ""quantity"": 8.0, ""unit_price"": 226.8, ""total"": 1814.4}, {""description"": ""Can 10L-IS-EU18 Epallet 63 pcs"", ""quantity"": 167.0, ""unit_price"": 226.8, ""total"": 37875.6}]"
13931655,success,NA,6440845-01,15220,33.35,5.56,GBP,2018-05-01,2018-06-30,60,K&N Filters (Europe) Limited,"[{""description"": ""RU 3610 ( 508773101 ) - Universal Clamp-On Air Filter"", ""quantity"": 1.0, ""unit_price"": 21.29, ""total"": 21.29}]"
20670587,error,Could not download PDF from URL for 06062023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14012022,success,NA,106262929 (COPY),NA,8.85,0.0,GBP,2018-06-18,NA,NA,Andrew Page,"[{""description"": ""TIE ROD END 606545136 - PREMIUM STEERING"", ""quantity"": 1.0, ""unit_price"": 8.85, ""total"": 8.85}]"
21199454,success,NA,SI005547442,SO02726650,39.18,6.53,GBP,2025-01-21,2025-03-31,60,Jack Sealey Ltd,"[{""description"": ""Extension Cable 2.6m 4 x 230V + 2 x USB Sockets - Black"", ""quantity"": 1.0, ""unit_price"": 16.67, ""total"": 16.67}, {""description"": ""DA Backing Pad for Hook-and-Loop Discs \u00d8145mm 5/16\""UNF"", ""quantity"": 1.0, ""unit_price"": 8.53, ""total"": 8.53}]"
20560288,error,Could not download PDF from URL for 01022023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
